A„O,MES,DiA,ESTACIoN,LATITUD,LONGITUD,Zooplancton,Copepodos,Anfipodos,Apendicularias,Ctenoforos,Doliolidos,Eufausidos,Foraminiferos,Heteropodos,Misidaceos,Medusas,Nauplius,Langosjuv,Pteropodos ,Quetognatos,Ophiopluteus,Ophiuroideosjuv,Ostracodos,Radiolarios,Salpas,Sifonoforos,Stomatopodos,Tomopteridos,Calyptopis,Furcilias,Huevosinv,Huevospeces,Cifonautas,Cipris,Criptoniscus,Larvasbivalvos,Larvasbraquiopodos,Larvasgastropodos,Larvaspeces,Larvaspoliquetos,Trocoforas,Megalopas,Zoeas,Juvenilespeces,Paralarvascefalopodos,Biomasatotal,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,20,66,-38.000,-73.517,668.645,604.7,0.7,29.3,0.7,0.0,0.0,0.0,0.0,0.7,8.7,0.4,0.0,0.0,1.8,0.0,0.0,0.0,1.4,0.0,0.4,1.4,0.4,0.7,0.0,11.6,0.4,0.4,0.0,0.0,0.0,0.0,1.1,0.0,0.7,0.0,0.0,3.3,0.0,0.0,0.024,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,20,67,-38.000,-73.600,449.905,344.2,0.9,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,63.7,0.0,26.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,20,68,-38.000,-73.717,276.007,250.3,2.7,0.7,0.0,0.0,1.0,0.0,0.0,0.3,0.4,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.7,0.3,0.1,0.3,0.0,2.7,0.0,12.3,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.3,0.0,0.0,0.022,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,20,69,-38.000,-74.017,250.733,219.2,0.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.3,0.3,0.0,0.0,1.4,0.0,0.0,0.0,3.2,0.3,0.0,0.6,0.3,3.2,0.0,19.1,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.9,0.0,0.0,0.015,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,20,70,-38.333,-73.533,1300.374,1276.1,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,12.4,0.0,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,20,71,-38.333,-73.667,969.007,763.7,0.7,113.1,2.2,0.0,0.0,0.0,0.0,7.3,9.4,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,2.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,7.3,1.5,0.7,16.7,0.0,0.0,0.019,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,21,72,-38.333,-73.800,447.213,290.8,0.9,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,3.7,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.8,0.0,0.0,11.0,0.0,0.0,0.026,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,21,73,-38.333,-74.067,898.377,78.4,0.0,0.7,0.0,0.0,5.7,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,787.2,0.7,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,21,74,-38.333,-74.150,122.226,85.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,28.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,21,75,-38.500,-73.550,2296.365,612.1,0.0,277.4,0.0,0.0,0.0,0.0,0.0,0.0,55.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,52.8,0.0,1202.1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,6.6,0.0,0.0,0.0,0.0,0.0,0.013,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,21,76,-38.833,-73.417,25.936,12.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,8.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,21,77,-38.667,-74.033,539.475,514.7,0.0,4.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.4,0.0,0.0,1.7,0.0,0.0,0.6,3.4,0.0,0.0,0.0,0.0,1.7,0.3,9.9,0.3,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.019,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,22,78,-38.667,-73.717,205.314,107.9,1.7,17.9,0.0,0.0,0.4,0.0,0.0,0.9,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.4,0.4,0.9,64.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,22,79,-38.667,-73.600,1518.622,1447.9,3.4,19.2,0.0,0.0,0.8,0.0,0.0,8.3,0.8,2.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.3,0.0,0.0,0.016,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,22,80,-38.667,-73.517,717.580,353.8,7.8,75.0,0.0,0.0,0.0,0.0,0.0,1.1,26.9,16.8,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,9.0,0.0,179.1,31.3,0.0,0.0,0.0,0.0,0.0,1.1,5.6,1.1,1.1,0.0,4.5,0.0,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,22,81,-39.167,-73.300,137.800,88.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,39.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,4.5,0.0,0.0,0.017,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,23,82,-39.000,-72.367,155.081,56.8,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.5,73.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.4,8.6,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.5,0.0,6.4,0.0,0.0,0.033,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,23,83,-39.000,-73.450,669.232,568.4,10.8,49.5,0.0,0.0,0.0,1.8,0.0,1.8,2.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.8,0.0,20.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.033,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,23,84,-39.000,-73.400,311.734,268.7,1.5,24.1,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,7.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,23,85,-39.000,-73.783,31.165,19.0,0.8,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.2,0.0,0.0,0.1,5.7,0.0,0.0,0.0,0.1,0.4,0.0,3.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,23,86,-39.000,-73.917,400.582,324.0,0.9,32.2,0.0,0.0,0.3,0.3,0.3,0.0,0.0,1.2,0.0,0.0,0.9,0.0,0.0,0.0,2.1,0.9,0.0,0.0,0.0,28.8,1.8,6.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.010,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,24,87,-39.333,-73.283,1162.355,494.2,2.3,5.5,0.0,0.0,0.0,0.0,0.0,0.0,626.6,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,15.7,1.6,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.8,5.5,0.0,0.0,0.128,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,24,88,-39.333,-73.367,242.577,185.3,0.0,4.8,0.0,0.0,0.0,0.0,0.0,1.5,5.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.8,0.0,0.0,33.8,0.0,0.3,0.0,0.0,0.0,0.0,0.6,1.5,0.0,0.3,4.2,0.0,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,24,89,-39.333,-73.467,765.897,689.6,3.5,39.0,0.0,0.0,0.9,0.9,0.0,1.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0.0,18.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.115,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,24,92,-39.500,-73.300,298.406,188.2,2.8,38.4,0.0,0.0,0.0,0.0,0.0,2.2,25.1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,1.7,22.8,0.0,0.6,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,8.9,0.0,0.0,0.060,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,24,93,-39.667,-74.067,1945.792,1589.3,1.1,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,7.4,4.2,279.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.056,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,25,94,-39.667,-73.833,822.614,699.8,0.0,5.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,101.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,25,95,-39.667,-73.617,1339.498,1204.7,2.7,57.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.7,2.0,0.0,11.4,10.7,0.0,0.0,0.0,0.0,0.0,0.7,1.3,15.4,0.0,0.0,15.4,0.0,0.0,0.077,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,25,96,-39.667,-73.517,1256.063,895.0,0.0,159.0,1.7,0.0,0.0,3.5,0.0,3.5,12.1,98.5,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,6.9,0.0,0.0,12.1,0.0,3.5,0.0,1.7,0.0,3.5,1.7,17.3,0.0,0.0,31.1,0.0,0.0,0.014,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,25,97,-39.667,-73.417,1560.951,1212.2,3.8,118.2,3.8,0.0,0.0,1.9,0.0,3.8,40.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,5.7,1.9,0.0,9.5,1.9,3.8,1.9,0.0,0.0,3.8,3.8,13.3,0.0,0.0,40.0,0.0,0.0,0.013,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,25,98,-38.833,-73.433,1781.204,971.0,7.4,266.6,3.0,0.0,0.0,0.0,0.0,1.5,211.5,235.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,3.0,1.5,0.0,0.0,4.5,55.1,3.0,0.0,14.9,0.0,0.0,0.052,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,26,99,-40.000,-73.733,709.702,520.4,1.4,89.8,0.5,0.0,0.0,1.4,0.0,0.5,0.0,69.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.4,0.9,0.0,0.0,0.9,0.5,0.9,0.0,0.0,1.4,1.4,13.0,0.5,0.0,4.2,0.0,0.0,0.096,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,26,100,-40.000,-73.833,786.865,631.2,5.4,8.6,0.0,0.0,1.1,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,1.1,0.0,0.0,4.7,0.0,0.0,1.4,0.0,5.0,0.4,112.0,1.1,1.8,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.010,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,26,101,-40.000,-73.917,615.290,457.1,3.8,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,5.2,0.0,0.0,1.4,0.7,0.0,0.0,3.1,0.0,0.0,0.0,1.0,24.8,0.0,114.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.025,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,26,102,-40.000,-74.150,975.524,504.6,3.9,120.1,0.0,0.0,1.7,4.5,1.7,0.0,0.0,15.2,0.0,0.0,1.7,0.0,0.0,0.0,5.1,2.2,0.0,0.0,1.1,270.5,13.5,28.6,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,26,103,-40.167,-73.733,376.629,260.3,0.3,24.1,0.0,0.0,0.0,0.3,0.0,0.0,1.3,6.4,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.3,0.3,10.7,1.0,67.4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.021,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,26,104,-40.333,-74.300,155.852,129.6,4.1,2.8,0.0,0.0,0.6,0.3,0.0,0.5,0.0,2.8,0.0,0.0,0.3,0.2,0.0,0.0,1.4,0.0,0.0,0.3,0.2,0.3,0.0,11.7,0.2,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,27,106,-40.333,-73.867,133.577,108.3,4.7,2.0,0.0,0.0,0.5,0.5,0.0,0.8,0.0,1.7,0.0,0.0,0.2,0.2,0.0,0.0,1.2,0.0,0.0,0.2,0.0,0.2,0.0,12.3,0.0,0.6,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.042,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,27,107,-40.333,-73.783,304.581,213.2,2.1,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.7,13.0,0.0,0.0,0.3,0.0,0.0,1.0,1.7,0.0,0.0,0.3,0.0,0.7,0.0,27.8,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.022,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,27,108,-40.500,-73.717,455.828,335.7,3.5,57.9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,20.6,0.0,0.0,0.4,0.0,0.0,0.4,1.3,0.0,0.0,0.4,0.0,0.4,0.0,32.0,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,28,109,-40.667,-73.850,623.927,518.7,4.1,5.7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.6,0.0,0.0,0.3,3.5,0.0,0.0,0.6,0.3,9.8,0.6,67.0,0.0,0.9,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.3,0.0,0.0,0.014,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,28,110,-40.667,-73.933,40.499,32.2,0.6,1.3,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8,0.3,1.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,28,111,-40.667,-74.050,67.702,54.5,4.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.4,0.0,0.0,0.1,0.1,0.0,0.1,1.1,0.0,0.0,0.1,0.0,1.2,0.6,4.0,0.0,0.5,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,28,112,-40.667,-74.300,583.790,378.9,0.0,65.7,0.6,0.0,0.0,9.4,0.6,0.0,2.2,38.7,0.0,0.0,3.3,0.6,0.0,0.0,12.2,3.3,0.0,0.0,0.0,28.7,3.9,28.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,5.5,1.1,0.0,0.0,0.0,0.0,0.014,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,28,113,-40.833,-73.900,338.489,302.7,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,15.5,0.0,0.0,0.6,0.0,0.0,0.6,3.4,0.0,0.0,0.0,0.0,0.3,0.6,13.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,28,114,-41.000,-73.967,654.687,635.2,7.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.6,0.0,1.6,0.8,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.9,0.0,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,29,115,-41.000,-74.050,157.556,132.7,5.5,3.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,2.5,0.0,0.0,0.4,0.3,0.0,0.0,0.8,1.1,0.0,0.4,0.0,0.3,0.3,8.6,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.020,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,29,116,-41.000,-74.167,86.429,40.0,0.6,1.7,0.1,0.0,0.5,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.1,0.8,0.0,0.0,0.1,0.1,0.6,0.1,39.6,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.008,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,29,117,-41.000,-74.317,423.052,332.3,1.4,47.8,3.1,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.7,1.1,0.0,0.0,0.0,11.4,1.1,15.6,0.0,0.8,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.023,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,29,118,-41.167,-73.933,438.939,409.6,13.3,6.6,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.6,4.7,0.0,0.8,0.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,30,119,-41.333,-73.883,459.554,340.8,11.5,3.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,22.1,0.0,0.0,1.0,1.4,0.0,0.0,1.9,0.0,0.0,0.0,0.0,12.0,0.0,57.2,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,4.8,0.0,0.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,30,120,-41.333,-73.983,154.588,127.4,4.7,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.4,1.5,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.7,0.0,18.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.034,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,30,121,-41.333,-73.083,758.783,694.4,20.5,0.0,0.0,0.0,4.5,0.0,0.0,0.4,0.4,1.1,0.0,0.0,1.1,0.4,0.0,0.0,0.4,0.0,0.0,1.1,0.0,1.1,0.4,27.5,0.0,1.5,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.094,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,30,122,-41.333,-74.317,1265.801,1174.5,5.7,24.7,1.9,0.0,0.6,3.8,0.0,0.0,0.0,0.6,0.0,0.0,1.3,0.0,0.0,0.0,3.8,1.9,0.0,0.0,0.0,17.8,7.0,20.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.043,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,30,123,-41.333,-74.500,1824.122,1660.9,12.6,42.3,3.7,0.0,1.5,5.9,0.0,0.0,0.7,3.0,0.0,0.0,2.2,2.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,24.5,12.6,41.6,1.5,2.2,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.7,2.2,0.0,0.0,0.088,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,31,124,-41.667,-74.350,554.713,522.8,11.5,3.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,1.4,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.7,10.9,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.031,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,31,125,-41.667,-74.100,117.607,95.2,0.7,0.8,0.0,0.0,0.2,0.1,0.0,0.0,0.5,2.2,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.5,12.9,0.2,1.6,0.2,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,1.4,0.0,0.0,0.017,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,31,126,-41.667,-74.000,50.652,40.6,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,0.0,0.0,0.6,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,5.5,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.009,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,31,127,-41.667,-73.567,141.545,83.5,14.8,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,6.9,0.0,0.0,1.6,0.0,0.0,0.2,1.4,0.2,0.0,0.4,0.0,1.0,1.0,18.0,0.6,2.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,31,128,-41.500,-73.850,811.001,674.5,23.3,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.1,0.0,0.0,0.024,,,,,,,,,,,,,,,,,,,,,,,,

